MaYTe,HoTen,MaDoiTuong,GioiTinh,NgaySinh,SoBHYT,BHTuNgay,BHDenNgay,DiaChi,SoDienThoai
BN0163,Vũ Thu Thảo,DT01,Nữ,15/02/1977,CN68057148205334,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0791250373
BN0164,Hoàng Thanh Vân,DT01,Nữ,16/04/1962,GD53007429484252,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP Đà Nẵng",0949517724
BN0165,Trần Thị Bích C,DT04,Nữ,23/11/1959,,,,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0937799735
BN0166,Trần Văn A,DT02,Nam,22/10/1959,,,,"Ngõ 12, Phường Nguyễn Du, Tỉnh Đồng Nai",0951102864
BN0167,Đỗ Gia Khang,DT01,Nam,01/08/1954,BT49075196034498,01/02/2025,31/01/2026,"Khu Phố 5, Phường Lê Lợi, Tỉnh Đồng Nai",0919363979
BN0168,Hoàng Thu Thảo,DT01,Nữ,15/10/1990,GD62018294941666,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0959927627
BN0169,Lê Mỹ Linh,DT01,Nữ,25/11/1965,GD01057188494922,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0788096431
BN0170,Nguyễn Mỹ Linh,DT04,Nữ,23/10/1971,,,,"Ngõ 12, Xã Hòa Bắc, TP HCM",0932281848
BN0171,Trần Mai Hương,DT04,Nữ,28/06/1951,,,,"Ngõ 12, Phường Dương Đông, TP HCM",0935953280
BN0172,Trần Gia Khang,DT02,Nam,26/02/1975,,,,"A2, Phường Bến Nghé, TP HCM",0756317743
BN0173,Hồ Thanh Dũng,DT02,Nam,18/07/1964,,,,"Khu Phố 5, Phường Dương Đông, TP Hà Nội",0940027477
BN0174,Đỗ Thu Thảo,DT01,Nữ,05/12/1994,QN70037825178866,11/05/2025,10/05/2026,"Lô B4, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0311035208
BN0175,Hồ Bảo Long,DT01,Nam,31/10/1997,CN57059753488122,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Đồng Nai",0796025839
BN0176,Bùi Thanh Dũng,DT04,Nam,30/12/1951,,,,"Số 10, Thị trấn Vĩnh An, TP HCM",0979003426
BN0177,Vũ Thị Bích C,DT01,Nữ,10/06/2016,QN74078718520281,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Đồng Nai",0351370889
BN0178,Hoàng Kim F,DT01,Nữ,05/03/1998,CN35062692762952,14/11/2025,13/11/2026,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0834354011
BN0179,Đặng Yến Vy,DT01,Nữ,07/04/1951,BT72037803203461,28/03/2025,27/03/2026,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Đồng Nai",0917326392
BN0180,Vũ Xuân Bách,DT01,Nam,05/08/2019,BT91051110253080,01/01/2025,31/12/2025,"A2, Phường Dương Đông, TP Hà Nội",0912031079
BN0181,Nguyễn Mai Hương,DT01,Nữ,18/07/2017,QN67033424477139,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Kiên Giang",0928638109
BN0182,Đỗ Gia Khang,DT01,Nam,23/09/1957,BT94001596436507,01/04/2025,31/03/2026,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0877493520
BN0183,Trần Gia Khang,DT01,Nam,28/09/1967,QN03051756088673,21/11/2025,20/11/2026,"Ngõ 12, Phường Bến Nghé, TP HCM",0994237314
BN0184,Bùi Ngọc Ánh,DT03,Nữ,10/04/1948,TE69099421140296,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0772801142
BN0185,Lê Gia Khang,DT01,Nam,14/02/1974,CN99091791730824,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0753534037
BN0186,Vũ Xuân Bách,DT02,Nam,24/03/1961,,,,"A2, Phường Nguyễn Du, Tỉnh Đồng Nai",0838959723
BN0187,Hoàng Mỹ Linh,DT01,Nữ,31/10/1960,CN22084154565067,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0714512514
BN0188,Nguyễn Thanh Dũng,DT01,Nam,22/08/1940,BT41061652688029,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0873109663
BN0189,Phạm Ngọc Ánh,DT04,Nữ,11/03/2014,,,,"Số 10, Phường Nguyễn Du, Tỉnh Kiên Giang",0847269493
BN0190,Đặng Minh Hùng,DT01,Nam,14/03/1973,BT11065946899583,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Kiên Giang",0938112036
BN0191,Phạm Thu Thảo,DT01,Nữ,12/04/1980,GD81030778997912,05/11/2025,04/11/2026,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0862709377
BN0192,Đỗ Minh Hùng,DT01,Nam,08/05/1944,GD45027563791097,08/10/2025,07/10/2026,"Lô B4, Xã Hòa Bắc, TP HCM",0843642595
BN0193,Đỗ Gia Khang,DT02,Nam,16/09/1950,,,,"A2, Xã Hòa Bắc, TP Đà Nẵng",0876779231
BN0194,Hồ Ngọc Ánh,DT04,Nữ,07/05/1963,,,,"Lô B4, Phường Lê Lợi, Tỉnh Hưng Yên",0370381878
BN0195,Đỗ Yến Vy,DT03,Nữ,13/07/1960,QN95076571038501,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0770497918
BN0196,Trần Lệ I,DT04,Nữ,08/09/2006,,,,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0852249523
BN0197,Nguyễn Yến Vy,DT03,Nữ,10/05/1946,GD96036141049282,02/02/2025,01/02/2026,"Đường 3/2, Phường Dương Đông, Tỉnh Kiên Giang",0739063069
BN0198,Hoàng Bảo Long,DT04,Nam,04/02/1964,,,,"Lô B4, Phường Nguyễn Du, TP Đà Nẵng",0929564797
BN0199,Đỗ Văn A,DT01,Nam,24/08/1974,BT83047711922251,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0762549576
BN0200,Đặng Mỹ Linh,DT01,Nữ,26/05/1949,GD08021829673352,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0793835051
BN0201,Phạm Xuân Bách,DT01,Nam,30/03/2005,QN52063791158671,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0354488838
BN0202,Bùi Bảo Long,DT01,Nam,04/03/1970,QN41031711258318,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, Tỉnh Đồng Nai",0372363828
BN0203,Hoàng Thanh Dũng,DT03,Nam,29/06/1943,BT99032375735114,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, TP Hà Nội",0929538566
BN0204,Hoàng Quang Vinh,DT01,Nam,21/09/1978,CN47019420437639,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Hưng Yên",0958945973
BN0205,Vũ Thanh Vân,DT01,Nữ,15/09/1994,CN73075371104733,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, Tỉnh Đồng Nai",0369735994
BN0206,Hồ Anh Tuấn,DT01,Nam,31/12/1985,CN78025415619601,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0366249419
BN0207,Bùi Thanh Dũng,DT03,Nam,22/07/2015,GD34087124393953,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, TP Hà Nội",0326575477
BN0208,Trần Lệ I,DT01,Nữ,21/09/1945,GD49041916599124,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Hưng Yên",0761249569
BN0209,Đặng Thu Thảo,DT01,Nữ,16/09/1981,BT09036623510595,27/07/2025,26/07/2026,"Đường 3/2, Thị trấn Vĩnh An, TP HCM",0317258368
BN0210,Vũ Yến Vy,DT03,Nữ,25/09/2005,CN40066610799060,24/01/2025,23/01/2026,"Đường 3/2, Phường Bến Nghé, Tỉnh Kiên Giang",0811434437
BN0211,Vũ Thu Thảo,DT01,Nữ,13/09/2005,GD06084669536756,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0386433330
BN0212,Bùi Thanh Dũng,DT01,Nam,05/11/1999,BT31078468069144,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Đồng Nai",0320156075
BN0213,Lê Thị Bích C,DT04,Nữ,06/03/1979,,,,"Ngõ 12, Xã Hòa Bắc, Tỉnh Kiên Giang",0374624168
BN0214,Hoàng Yến Vy,DT01,Nữ,19/03/1982,CN36059670377724,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, TP Hà Nội",0898926354
BN0215,Đặng Kim F,DT01,Nữ,05/10/2020,TE77091164149670,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, TP HCM",0944085811
BN0216,Đỗ Mai Hương,DT03,Nữ,15/02/1965,TE49098540133707,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP Đà Nẵng",0976013301
BN0217,Nguyễn Bảo Long,DT01,Nam,05/05/1963,GD80030712699895,14/03/2025,13/03/2026,"Lô B4, Phường Bến Nghé, TP Đà Nẵng",0856848684
BN0218,Bùi Quang Vinh,DT03,Nam,14/07/1965,CN03078750051213,06/08/2025,05/08/2026,"Khu Phố 5, Phường Bến Nghé, TP Đà Nẵng",0339376808
BN0219,Vũ Thanh Dũng,DT01,Nam,08/01/1955,CN31063523960913,13/12/2025,12/12/2026,"Ngõ 12, Phường Bến Nghé, Tỉnh Đồng Nai",0762664957
BN0220,Hoàng Văn A,DT04,Nam,08/10/1962,,,,"Số 10, Thị trấn Vĩnh An, TP Đà Nẵng",0332570122
BN0221,Lê Mỹ Linh,DT01,Nữ,02/03/2006,GD26037443611846,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, TP Đà Nẵng",0818946043
BN0222,Đặng Anh Tuấn,DT01,Nam,19/08/2000,CN41098184906259,21/02/2025,20/02/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Kiên Giang",0859316107
BN0223,Trần Thanh Vân,DT02,Nữ,07/01/1990,,,,"Số 10, Xã Hòa Bắc, TP Hà Nội",0819472962
BN0224,Đỗ Thu Thảo,DT01,Nữ,15/01/2015,GD58062633370004,26/07/2025,25/07/2026,"Khu Phố 5, Phường Lê Lợi, TP Đà Nẵng",0841354255
BN0225,Lê Ngọc Ánh,DT01,Nữ,25/07/2006,CN28008557402883,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP HCM",0899522318
BN0226,Lê Ngọc Ánh,DT04,Nữ,16/08/1961,,,,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0864414513
BN0227,Nguyễn Yến Vy,DT01,Nữ,11/09/1973,CN82059403811130,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0879750823
BN0228,Lê Anh Tuấn,DT04,Nam,20/08/2005,,,,"Ngõ 12, Phường Lê Lợi, TP HCM",0760130277
BN0229,Hoàng Yến Vy,DT01,Nữ,21/02/1999,GD06007713468698,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0368403332
BN0230,Đặng Hoàng Nam,DT01,Nam,23/01/1984,GD80084622506306,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, TP Đà Nẵng",0971463792
BN0231,Đặng Anh Tuấn,DT01,Nam,12/12/2005,TE22063899729584,06/10/2025,05/10/2026,"Lô B4, Phường Nguyễn Du, TP HCM",0869673817
BN0232,Đỗ Gia Khang,DT01,Nam,01/12/2018,BT44016620300411,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0762639327
BN0233,Hoàng Thị Bích C,DT01,Nữ,19/02/2016,TE05054381878475,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Hưng Yên",0720538066
BN0234,Bùi Mai Hương,DT01,Nữ,06/06/1997,TE71064568655714,21/11/2025,20/11/2026,"Số 10, Phường Dương Đông, TP Đà Nẵng",0934513791
BN0235,Bùi Minh Hùng,DT03,Nam,01/07/2001,BT89022285486463,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, TP HCM",0913749983
BN0236,Đỗ Thu Thảo,DT01,Nữ,28/03/1964,QN44056487791365,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0933058827
BN0237,Đỗ Mỹ Linh,DT03,Nữ,14/03/1981,GD88061836161920,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Kiên Giang",0713182491
BN0238,Đỗ Lệ I,DT01,Nữ,12/11/2003,TE54056196844186,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0732869210
BN0239,Hoàng Thanh Vân,DT01,Nữ,10/06/2014,CN97024285377090,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, Tỉnh Đồng Nai",0729502840
BN0240,Phạm Thu Thảo,DT02,Nữ,23/05/1962,,,,"Ngõ 12, Xã Hòa Bắc, TP Hà Nội",0990847664
BN0241,Hồ Hoàng Nam,DT01,Nam,30/03/1979,QN94075695321446,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Đồng Nai",0317277378
BN0242,Bùi Hoàng Nam,DT01,Nam,29/09/2020,QN37069121293996,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, TP HCM",0946699579
BN0243,Phạm Minh Hùng,DT01,Nam,08/01/1942,QN19009181014274,25/07/2025,24/07/2026,"Số 10, Xã Hòa Bắc, Tỉnh Kiên Giang",0848335549
BN0244,Bùi Thanh Vân,DT01,Nữ,14/04/1953,BT26042748537929,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, TP Đà Nẵng",0962433543
BN0245,Bùi Hoàng Nam,DT01,Nam,03/12/1963,CN47087815881178,18/11/2025,17/11/2026,"Số 10, Phường Nguyễn Du, TP Hà Nội",0779311054
BN0246,Đặng Thanh Vân,DT02,Nữ,01/01/2017,,,,"Lô B4, Thị trấn Vĩnh An, TP Đà Nẵng",0966970932
BN0247,Phạm Văn A,DT02,Nam,05/04/1970,,,,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0331233546
BN0248,Hoàng Quang Vinh,DT01,Nam,16/01/1946,TE96097568562319,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0378062800
BN0249,Vũ Hoàng Nam,DT01,Nam,30/05/2017,BT48011761049041,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, TP Hà Nội",0881240418
BN0250,Hồ Yến Vy,DT01,Nữ,18/03/2016,QN99047177667793,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Hưng Yên",0816468028
BN0251,Nguyễn Yến Vy,DT02,Nữ,30/01/2020,,,,"Đường 3/2, Phường Bến Nghé, Tỉnh Kiên Giang",0766238670
BN0252,Đặng Thị Bích C,DT02,Nữ,22/08/1947,,,,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0852837336
BN0253,Nguyễn Thị Bích C,DT01,Nữ,27/01/1970,CN13078547134548,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0982812888
BN0254,Đỗ Văn A,DT01,Nam,15/12/2007,QN86043256284177,04/12/2025,03/12/2026,"A2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0789197343
BN0255,Phạm Gia Khang,DT01,Nam,17/06/1983,QN40006423432265,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, Tỉnh Đồng Nai",0895933133
BN0256,Hoàng Thanh Dũng,DT01,Nam,12/03/1949,CN50038670108391,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Kiên Giang",0812469290
BN0257,Trần Thu Thảo,DT01,Nữ,14/07/1983,TE82083960696397,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP HCM",0859490546
BN0258,Lê Thanh Dũng,DT04,Nam,15/02/1962,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0729497288
BN0259,Hồ Mỹ Linh,DT01,Nữ,13/09/1980,TE98064684641056,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP Hà Nội",0898407358
BN0260,Vũ Hoàng Nam,DT03,Nam,14/11/1959,GD55061505843117,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP HCM",0998748774
BN0261,Vũ Bảo Long,DT01,Nam,13/12/1956,BT71058435994952,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP HCM",0864383009
BN0262,Hồ Thanh Vân,DT03,Nữ,30/12/1962,TE06014892506192,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, TP Đà Nẵng",0831500320
BN0263,Hoàng Thanh Vân,DT02,Nữ,16/05/1985,,,,"Lô B4, Thị trấn Vĩnh An, TP Đà Nẵng",0874389840
BN0264,Hoàng Bảo Long,DT04,Nam,10/03/1994,,,,"Lô B4, Thị trấn Vĩnh An, TP Hà Nội",0946129415
BN0265,Hồ Thị Bích C,DT01,Nữ,03/12/1984,GD29092349909333,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP Hà Nội",0780532484
BN0266,Đỗ Yến Vy,DT03,Nữ,23/11/2006,QN79042263693042,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0343371389
BN0267,Đặng Minh Hùng,DT04,Nam,12/08/1944,,,,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0839554364
BN0268,Phạm Xuân Bách,DT01,Nam,11/09/1955,BT74071650122497,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Đồng Nai",0770980557
BN0269,Đỗ Gia Khang,DT01,Nam,11/06/2017,CN49047718558738,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0750819389
BN0270,Trần Xuân Bách,DT01,Nam,17/02/2009,BT01066684112218,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Kiên Giang",0354755909
BN0271,Đặng Bảo Long,DT04,Nam,09/09/1943,,,,"A2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0372955567
BN0272,Lê Xuân Bách,DT01,Nam,06/01/1988,TE95040956947498,16/01/2025,15/01/2026,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0910404505
BN0273,Đỗ Thu Thảo,DT04,Nữ,24/01/1981,,,,"Số 10, Phường Bến Nghé, TP HCM",0758544929
BN0274,Nguyễn Văn A,DT04,Nam,25/03/1966,,,,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0776789268
BN0275,Hoàng Thu Thảo,DT01,Nữ,24/04/1953,BT44074577941887,19/05/2025,18/05/2026,"Lô B4, Phường Lê Lợi, TP Hà Nội",0943510451
BN0276,Bùi Xuân Bách,DT01,Nam,09/07/1975,CN35004249950112,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, Tỉnh Đồng Nai",0955760762
BN0277,Bùi Minh Hùng,DT04,Nam,23/01/1997,,,,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Hưng Yên",0872794446
BN0278,Vũ Mỹ Linh,DT03,Nữ,12/10/1975,BT73078149459651,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, Tỉnh Đồng Nai",0774483975
BN0279,Vũ Thanh Vân,DT01,Nữ,27/09/2020,BT23043532004745,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP HCM",0849318057
BN0280,Trần Thu Thảo,DT01,Nữ,05/09/1972,CN50045231999415,02/09/2025,01/09/2026,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0711821518
BN0281,Lê Thu Thảo,DT03,Nữ,01/01/2009,CN60054791342705,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP Hà Nội",0815286252
BN0282,Đỗ Minh Hùng,DT04,Nam,01/07/1952,,,,"A2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0786596501
BN0283,Trần Ngọc Ánh,DT01,Nữ,22/06/1973,GD20015810390626,05/07/2025,04/07/2026,"A2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0353274449
BN0284,Hồ Kim F,DT01,Nữ,18/07/1967,BT76046540531852,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, TP Đà Nẵng",0894817357
BN0285,Phạm Ngọc Ánh,DT01,Nữ,05/11/1960,GD33077465764014,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP Đà Nẵng",0984733911
BN0286,Đặng Gia Khang,DT03,Nam,25/06/1954,TE42008578439496,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Hưng Yên",0910434167
BN0287,Lê Xuân Bách,DT01,Nam,17/10/2004,QN73067366770752,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Hưng Yên",0756366379
BN0288,Đặng Thanh Vân,DT01,Nữ,31/05/1963,BT68033890591632,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, TP Hà Nội",0887522799
BN0289,Hoàng Thanh Dũng,DT01,Nam,16/12/1953,CN05014469227918,10/04/2025,09/04/2026,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0727228215
BN0290,Vũ Minh Hùng,DT01,Nam,07/06/2013,BT53071945084408,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0327769023
BN0291,Phạm Hoàng Nam,DT04,Nam,09/11/2008,,,,"A2, Phường Bến Nghé, TP Hà Nội",0988666993
BN0292,Bùi Gia Khang,DT01,Nam,19/02/1991,BT77058641434568,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, TP HCM",0311841650
BN0293,Hồ Bảo Long,DT01,Nam,05/02/1972,BT35026519167513,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP Hà Nội",0864778815
BN0294,Trần Hoàng Nam,DT02,Nam,01/12/2013,,,,"A2, Phường Dương Đông, Tỉnh Đồng Nai",0789033648
BN0295,Đặng Thanh Dũng,DT01,Nam,08/02/1971,BT44023371044281,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0387813125
BN0296,Lê Gia Khang,DT03,Nam,02/04/1983,CN41054226067703,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0916117863
BN0297,Nguyễn Thị Bích C,DT02,Nữ,16/09/1958,,,,"Ngõ 12, Phường Dương Đông, TP HCM",0869648919
BN0298,Vũ Kim F,DT01,Nữ,16/03/1979,TE55035123674415,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, TP HCM",0811644757
BN0299,Hoàng Thanh Vân,DT01,Nữ,28/04/2010,GD18088531906002,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0789463256
BN0300,Nguyễn Bảo Long,DT02,Nam,18/10/2018,,,,"Số 10, Phường Nguyễn Du, Tỉnh Kiên Giang",0730513872
BN0301,Hồ Minh Hùng,DT03,Nam,22/04/1942,BT93020213570248,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0959384765
BN0302,Hồ Quang Vinh,DT01,Nam,08/11/1993,CN92035525299339,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Hưng Yên",0351892106
BN0303,Đỗ Mai Hương,DT02,Nữ,25/02/1947,,,,"Lô B4, Phường Bến Nghé, Tỉnh Kiên Giang",0733464716
BN0304,Hồ Lệ I,DT01,Nữ,09/09/2011,QN37041352164831,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0736880838
BN0305,Đặng Kim F,DT01,Nữ,22/02/2015,GD80039115571613,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Hà Nội",0929707932
BN0306,Đỗ Gia Khang,DT01,Nam,30/10/2005,TE41034801766387,04/10/2025,03/10/2026,"A2, Phường Lê Lợi, TP Đà Nẵng",0877128954
BN0307,Bùi Anh Tuấn,DT04,Nam,28/01/2013,,,,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0369830836
BN0308,Nguyễn Mai Hương,DT03,Nữ,08/11/1999,BT10081807475198,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0333247508
BN0309,Bùi Gia Khang,DT01,Nam,11/03/1978,GD30047844585681,28/05/2025,27/05/2026,"Đường 3/2, Phường Bến Nghé, Tỉnh Kiên Giang",0715964606
BN0310,Phạm Mai Hương,DT04,Nữ,07/10/1988,,,,"Đường 3/2, Phường Dương Đông, Tỉnh Kiên Giang",0858616725
BN0311,Vũ Xuân Bách,DT03,Nam,02/02/1960,QN95045670583179,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP HCM",0861195898
BN0312,Vũ Anh Tuấn,DT01,Nam,24/11/2003,GD92034280059794,05/09/2025,04/09/2026,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0966027957
BN0313,Nguyễn Mỹ Linh,DT01,Nữ,21/02/1959,BT45060620494681,03/08/2025,02/08/2026,"Khu Phố 5, Phường Bến Nghé, Tỉnh Hưng Yên",0926989573
BN0314,Phạm Mai Hương,DT01,Nữ,14/03/1968,BT97039502128359,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0314556688
BN0315,Phạm Xuân Bách,DT01,Nam,24/01/1964,CN65039734021128,25/09/2025,24/09/2026,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0961796167
BN0316,Trần Quang Vinh,DT04,Nam,31/07/1998,,,,"Số 10, Phường Lê Lợi, TP HCM",0878065194
BN0317,Phạm Quang Vinh,DT03,Nam,13/12/1971,GD53001437362989,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Hưng Yên",0982090133
BN0318,Đặng Ngọc Ánh,DT03,Nữ,16/05/1996,BT25066948242314,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP HCM",0826003581
BN0319,Lê Gia Khang,DT03,Nam,24/08/1954,GD15054256116563,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Hà Nội",0913690137
BN0320,Bùi Minh Hùng,DT01,Nam,10/12/1969,GD19046850209328,01/01/2025,31/12/2025,"Đường 3/2, Phường Dương Đông, TP Hà Nội",0710820468
BN0321,Hoàng Thanh Vân,DT01,Nữ,18/05/1987,GD82034967723644,25/05/2025,24/05/2026,"Ngõ 12, Phường Nguyễn Du, Tỉnh Hưng Yên",0722421607
BN0322,Hồ Yến Vy,DT03,Nữ,15/09/2012,CN07094123911624,04/09/2025,03/09/2026,"Số 10, Phường Bến Nghé, Tỉnh Đồng Nai",0363690294
BN0323,Bùi Xuân Bách,DT03,Nam,05/11/1941,BT11094728795069,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0351082935
BN0324,Đặng Anh Tuấn,DT03,Nam,14/12/1992,CN58013493866724,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0934083952
